417,,,N-H White,451,448,99.3,0.5,2.7,2.9,328,72.6,0.5,2.7,2.9,288,63.8,0.5,2.7,2.9
418,,,N-H Black,1,-,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
419,,,API,2,-,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
420,,,Hispanic,3,2,(B),(B),(B),(B),2,(B),(B),(B),(B),2,(B),(B),(B),(B)
421,,,White,454,450,99.0,0.6,2.6,2.9,329,72.6,0.6,2.6,2.9,290,63.8,0.6,2.6,2.9
422,,,Black,1,-,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
423,VIRGINIA,VIRGINIA,Total,"5,177","4,912",94.9,1.1,2.4,2.5,"3,317",64.1,1.1,2.4,2.5,"2,962",57.2,1.1,2.4,2.5
424,,,Male,"2,431","2,305",94.8,1.6,3.6,3.7,"1,512",62.2,1.6,3.6,3.7,"1,344",55.3,1.6,3.6,3.7
425,,,Female,"2,745","2,608",95.0,1.5,3.3,3.4,"1,805",65.8,1.5,3.3,3.4,"1,619",59.0,1.5,3.3,3.4
426,,,N-H White,"3,719","3,645",98.0,0.8,2.7,2.9,"2,568",69.1,0.8,2.7,2.9,"2,300",61.8,0.8,2.7,2.9
427,,,N-H Black,"1,003",982,97.9,2.0,6.8,6.9,583,58.2,2.0,6.8,6.9,529,52.7,2.0,6.8,6.9
428,,,API,205,126,61.5,15.6,14.5,13.0,59,28.9,15.6,14.5,13.0,42,20.7,15.6,14.5,13.0
429,,,Hispanic,234,144,61.2,18.1,18.5,18.1,106,45.0,18.1,18.5,18.1,90,38.5,18.1,18.5,18.1
430,,,White,"3,930","3,769",95.9,1.1,2.7,2.8,"2,658",67.6,1.1,2.7,2.8,"2,375",60.4,1.1,2.7,2.8
431,,,Black,"1,010",989,97.9,2.0,6.8,6.9,586,58.0,2.0,6.8,6.9,532,52.7,2.0,6.8,6.9
432,WASHINGTON,WASHINGTON,Total,"4,314","4,078",94.5,1.2,2.6,2.7,"2,852",66.1,1.2,2.6,2.7,"2,527",58.6,1.2,2.6,2.7
433,,,Male,"2,053","1,936",94.3,1.8,3.8,3.9,"1,361",66.3,1.8,3.8,3.9,"1,196",58.3,1.8,3.8,3.9
434,,,Female,"2,261","2,142",94.8,1.7,3.6,3.7,"1,491",66.0,1.7,3.6,3.7,"1,331",58.9,1.7,3.6,3.7
435,,,N-H White,"3,734","3,651",97.8,0.9,2.7,2.9,"2,589",69.3,0.9,2.7,2.9,"2,346",62.8,0.9,2.7,2.9
436,,,N-H Black,123,101,82.3,15.0,19.7,18.3,62,50.8,15.0,19.7,18.3,39,31.5,15.0,19.7,18.3
437,,,API,213,141,66.2,14.8,15.4,14.1,90,42.0,14.8,15.4,14.1,60,28.2,14.8,15.4,14.1
438,,,Hispanic,167,109,65.0,20.9,21.7,20.9,71,42.4,20.9,21.7,20.9,59,35.0,20.9,21.7,20.9
439,,,White,"3,890","3,756",96.6,1.1,2.7,2.8,"2,656",68.3,1.1,2.7,2.8,"2,400",61.7,1.1,2.7,2.8
440,,,Black,123,101,82.3,15.0,19.7,18.3,62,50.8,15.0,19.7,18.3,39,31.5,15.0,19.7,18.3
441,WEST VIRGINIA,WEST VIRGINIA,Total,"1,405","1,397",99.4,0.4,2.4,2.5,886,63.1,0.4,2.4,2.5,732,52.1,0.4,2.4,2.5
442,,,Male,654,651,99.5,0.5,3.5,3.6,412,62.9,0.5,3.5,3.6,341,52.2,0.5,3.5,3.6
443,,,Female,750,746,99.4,0.5,3.3,3.4,475,63.2,0.5,3.3,3.4,390,52.0,0.5,3.3,3.4
444,,,N-H White,"1,349","1,346",99.7,0.3,2.4,2.5,856,63.4,0.3,2.4,2.5,708,52.5,0.3,2.4,2.5
445,,,N-H Black,45,45,(B),(B),(B),(B),29,(B),(B),(B),(B),22,(B),(B),(B),(B)
446,,,API,4,2,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
447,,,Hispanic,7,5,(B),(B),(B),(B),1,(B),(B),(B),(B),1,(B),(B),(B),(B)
448,,,White,"1,355","1,349",99.6,0.3,2.4,2.5,857,63.2,0.3,2.4,2.5,709,52.3,0.3,2.4,2.5
449,,,Black,45,45,(B),(B),(B),(B),29,(B),(B),(B),(B),22,(B),(B),(B),(B)
450,WISCONSIN,WISCONSIN,Total,"3,884","3,755",96.7,0.9,2.2,2.5,"2,970",76.5,0.9,2.2,2.5,"2,632",67.8,0.9,2.2,2.5
451,,,Male,"1,912","1,822",95.3,1.6,3.3,3.6,"1,420",74.3,1.6,3.3,3.6,"1,266",66.2,1.6,3.3,3.6
452,,,Female,"1,972","1,932",98.0,1.0,3.0,3.4,"1,551",78.6,1.0,3.0,3.4,"1,367",69.3,1.0,3.0,3.4
453,,,N-H White,"3,503","3,471",99.1,0.5,2.3,2.5,"2,784",79.5,0.5,2.3,2.5,"2,469",70.5,0.5,2.3,2.5
454,,,N-H Black,147,139,94.5,7.5,14.9,16.0,105,71.5,7.5,14.9,16.0,91,62.0,7.5,14.9,16.0
455,,,API,48,39,(B),(B),(B),(B),30,(B),(B),(B),(B),30,(B),(B),(B),(B)
456,,,Hispanic,159,78,48.8,20.5,16.9,16.2,34,21.6,20.5,16.9,16.2,31,19.4,20.5,16.9,16.2
457,,,White,"3,653","3,543",97.0,0.9,2.3,2.5,"2,815",77.1,0.9,2.3,2.5,"2,496",68.3,0.9,2.3,2.5
458,,,Black,147,139,94.5,7.5,14.9,16.0,105,71.5,7.5,14.9,16.0,91,62.0,7.5,14.9,16.0
459,WYOMING,WYOMING,Total,350,348,99.3,0.4,2.5,2.6,240,68.6,0.4,2.5,2.6,219,62.5,0.4,2.5,2.6
460,,,Male,176,175,99.4,0.6,3.6,3.8,118,67.4,0.6,3.6,3.8,105,59.7,0.6,3.6,3.8
461,,,Female,175,173,99.2,0.7,3.6,3.7,122,69.8,0.7,3.6,3.7,114,65.2,0.7,3.6,3.7
462,,,N-H White,324,324,99.9,0.2,2.6,2.7,228,70.2,0.2,2.6,2.7,211,64.9,0.2,2.6,2.7
463,,,N-H Black,1,1,(B),(B),(B),(B),1,(B),(B),(B),(B),1,(B),(B),(B),(B)
464,,,API,-,-,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
465,,,Hispanic,19,17,(B),(B),(B),(B),9,(B),(B),(B),(B),6,(B),(B),(B),(B)
466,,,White,342,340,99.5,0.4,2.6,2.7,236,69.1,0.4,2.6,2.7,217,63.4,0.4,2.6,2.7
467,,,Black,1,1,(B),(B),(B),(B),1,(B),(B),(B),(B),1,(B),(B),(B),(B)
468,Note:  The symbol B means that the base is too small to show the derived measure.,Note:  The symbol B means that the base is too small to show the derived measure.,,,,,,,,,,,,,,,,,
469,             N-H represents Non-Hispanic.  API includes Asian and Pacific Islander.,             N-H represents Non-Hispanic.  API includes Asian and Pacific Islander.,,,,,,,,,,,,,,,,,
470,             Hispanics may be of any race.,             Hispanics may be of any race.,,,,,,,,,,,,,,,,,
471,              -  Represents zero or rounds to zero. ,              -  Represents zero or rounds to zero. ,,,,,,,,,,,,,,,,,
